id	uf	municipio	total	quantidade	percentual
3134	PI	FRANCISCO MACEDO	17	7	41.18
3135	PI	FRANCISCO SANTOS	247	113	53.04
3136	PI	FRONTEIRAS	210	84	55.24
3137	PI	GEMINIANO	133	59	54.14
3138	PI	GILBUES	136	19	83.09
3139	PI	GUADALUPE	296	66	70.27
3140	PI	GUARIBAS	33	4	87.88
3141	PI	HUGO NAPOLEAO	81	25	64.20
3142	PI	ILHA GRANDE	352	78	76.99
3143	PI	INHUMA	413	106	70.70
3144	PI	IPIRANGA DO PIAUI	221	39	79.19
3145	PI	ISAIAS COELHO	118	31	66.10
3146	PI	ITAINOPOLIS	241	55	74.69
3147	PI	ITAUEIRA	185	33	80.54
3148	PI	JACOBINA DO PIAUI	71	42	39.44
3149	PI	JAICOS	327	59	77.06
3150	PI	JARDIM DO MULATO	147	21	80.95
3151	PI	JATOBA DO PAUI	1	0	100.00
3152	PI	JATOBA DO PIAUI	143	9	93.71
3153	PI	JERUMENHA	79	3	81.01
3154	PI	JOAO COSTA	40	13	55.00
3155	PI	JOAQUIM PIRES	179	33	78.21
3156	PI	JOCA MARQUES	49	3	93.88
3157	PI	JOSE DE FREITAS	1328	102	89.76
3158	PI	JUAZEIRO DO PIAUI	195	22	63.08
3159	PI	JULIO BORGES	57	0	68.42
3160	PI	JUREMA	111	31	68.47
3161	PI	LAGOA ALEGRE	125	16	84.80
3162	PI	LAGOA DE SAO FRANCISCO	71	24	60.56
3163	PI	LAGOA DO BARRO DO PIAUI	28	12	57.14
3164	PI	LAGOA DO PIAUI	96	4	91.67
3165	PI	LAGOA DO SITIO	114	33	68.42
3166	PI	LAGOINHA DO PIAUI	60	11	81.67
3167	PI	LANDRI SALES	101	6	73.27
3168	PI	LUIS CORREIA	712	235	63.20
3169	PI	LUZILANDIA	492	98	76.42
3170	PI	MADEIRO	109	21	77.98
3171	PI	MANOEL EMIDIO	128	15	83.59
3172	PI	MARCOLANDIA	67	18	64.18
3173	PI	MARCOS PARENTE	87	13	83.91
3174	PI	MASSAPE DO PIAUI	62	13	75.81
3175	PI	MATIAS OLIMPIO	118	35	66.95
3176	PI	MIGUEL ALVES	250	20	87.20
3177	PI	MIGUEL LEAO	15	3	73.33
3178	PI	MILTON BRANDAO	48	28	41.67
3179	PI	MONSENHOR GIL	456	51	82.02
3180	PI	MONSENHOR HIPOLITO	160	76	51.25
3181	PI	MONTE ALEGRE DO PIAUI	100	21	77.00
3182	PI	MORRO CABECA NO TEMPO	25	2	80.00
3183	PI	MORRO DO CHAPEU DO PIAUI	99	14	85.86
3184	PI	MURICI DOS PORTELAS	44	5	88.64
3185	PI	NAZARE DO PIAUI	275	29	86.91
3186	PI	NOSSA SENHORA DE NAZARE	115	6	94.78
3187	PI	NOSSA SENHORA DOS REMEDIOS	166	8	92.77
3188	PI	NOVA SANTA RITA	48	9	77.08
3189	PI	NOVO ORIENTE DO PIAUI	118	20	77.97
3190	PI	NOVO SANTO ANTONIO	59	9	81.36
3191	PI	OEIRAS	1730	199	82.31
3192	PI	OLHO D AGUA DO PIAUI	40	3	87.50
3193	PI	PADRE MARCOS	66	24	59.09
3194	PI	PAES LANDIM	77	19	71.43
3195	PI	PAJEU DO PIAUI	50	11	74.00
3196	PI	PALMEIRA DO PIAUI	106	25	66.04
3197	PI	PALMEIRAIS	168	13	89.29
3198	PI	PANDIM	1	0	100.00
3199	PI	PAQUETA	44	15	59.09
3200	PI	PARNAGUA	115	13	75.65
3201	PI	PARNAIBA	8993	3003	62.83
3202	PI	PASSAGEM FRANCA DO PIAUI	66	7	80.30
3203	PI	PATOS DO PIAUI	114	31	71.93
3204	PI	PAU D ARCO DO PIAUI	34	5	67.65
3205	PI	PAULISTANA	401	139	59.85
3206	PI	PAVUSSU	14	4	57.14
3207	PI	PEDRO II	886	387	48.31
3208	PI	PEDRO LAURENTINO	45	10	71.11
3209	PI	PICOS	4718	1912	55.79
3210	PI	PIMENTEIRAS	134	34	70.90
3211	PI	PIO IX	236	63	67.80
3212	PI	PIRACURUCA	757	221	67.64
3213	PI	PIRIPIRI	2339	658	67.25
3214	PI	PORTO	230	23	89.13
3215	PI	PORTO ALEGRE DO PIAUI	45	4	91.11
3216	PI	PRATA DO PIAUI	40	2	85.00
3217	PI	QUEIMADA NOVA	23	13	26.09
3218	PI	REDENCAO DO GURGUEIA	263	27	82.89
3219	PI	REGENERACAO	623	75	82.18
3220	PI	RIACHO FRIO	61	2	93.44
3221	PI	RIBEIRA DO PIAUI	17	2	76.47
3222	PI	RIBEIRO GONCALVES	138	12	86.96
3223	PI	RIO GRANDE DO PIAUI	83	16	75.90
3224	PI	SANTA CRUZ DO PIAUI	252	44	82.14
3225	PI	SANTA CRUZ DOS MILAGRES	74	5	90.54
3226	PI	SANTA FILOMENA	78	7	87.18
3227	PI	SANTA LUZ	93	23	68.82
3228	PI	SANTA ROSA DO PIAUI	103	12	68.93
3229	PI	SANTANA DO PIAUI	111	47	38.74
3230	PI	SANTO ANTONIO DE LISBOA	238	107	54.62
3231	PI	SANTO ANTONIO DOS MILAGRES	105	9	90.48
3232	PI	SANTO INACIO DO PIAUI	66	16	72.73
3233	PI	SAO BRAZ DO PIAUI	88	18	72.73
3234	PI	SAO FELIX DO PIAUI	80	15	72.50
3235	PI	SAO FRANCISCO DE ASSIS DO PIAUI	72	38	41.67
3236	PI	SAO FRANCISCO DO PIAUI	111	15	86.49
3237	PI	SAO GONCALO DO GURGUEIA	54	5	85.19
3238	PI	SAO GONCALO DO PIAUI	214	54	72.90
3239	PI	SAO JOAO DA CANABRAVA	158	58	62.66
3240	PI	SAO JOAO DA FRONTEIRA	69	17	66.67
3241	PI	SAO JOAO DA SERRA	101	12	84.16
3242	PI	SAO JOAO DA VARJOTA	160	12	91.88
3243	PI	SAO JOAO DO ARRAIAL	55	8	83.64
3244	PI	SAO JOAO DO PIAUI	447	102	70.92
3245	PI	SAO JOSE DO DIVINO	159	48	67.92
3246	PI	SAO JOSE DO PEIXE	79	9	82.28
3247	PI	SAO JOSE DO PIAUI	110	74	31.82
3248	PI	SAO JSE DO PEIXE	1	0	100.00
3249	PI	SAO JULIAO	111	46	55.86
3250	PI	SAO LOURENCO DO PIAUI	107	31	63.55
3251	PI	SAO LUIS DO PIAUI	64	17	45.31
3252	PI	SAO MIGUEL DA BAIXA GRANDE	28	4	82.14
3253	PI	SAO MIGUEL DO FIDALGO	42	9	76.19
3254	PI	SAO MIGUEL DO TAPUIO	264	69	71.97
3255	PI	SAO PEDRO DO PIAUI	288	38	80.56
3256	PI	SAO RAIMUNDO NONATO	1459	323	69.98
3257	PI	SEBASTIAO BARROS	35	6	60.00
3258	PI	SEBASTIAO LEAL	86	22	61.63
3259	PI	SIGEFREDO PACHECO	182	24	85.71
3260	PI	SIMOES	178	38	78.65
3261	PI	SIMPLICIO MENDES	242	46	73.55
3262	PI	SOCORRO DO PIAUI	67	4	91.04
3263	PI	SUSSUAPARA	183	69	60.11
3264	PI	TAMBORIL DO PIAUI	43	5	88.37
3265	PI	TANQUE DO PIAUI	57	9	84.21
3266	PI	TERESINA	58954	11456	74.52
3267	PI	UNIAO	1343	148	85.85
3268	PI	URUCUI	696	136	72.70
3269	PI	VALENCA DO PIAUI	985	236	72.59
3270	PI	VARZEA BRANCA	79	28	63.29
3271	PI	VARZEA GRANDE	101	18	74.26
3272	PI	VERA MENDES	49	19	57.14
3273	PI	VILA NOVA DO PIAUI	81	36	51.85
3274	PI	WALL FERRAZ	150	17	86.67
3275	PR	ABATIA	163	131	19.63
3276	PR	ADRIANOPOLIS	100	42	55.00
3277	PR	AGUDOS DO SUL	130	117	7.69
3278	PR	ALMIRANTE TAMANDARE	2666	1809	28.69
3279	PR	ALTAMIRA DO PARANA	82	41	47.56
3280	PR	ALTO PARAISO	33	19	36.36
3281	PR	ALTO PARANA	163	97	37.42
3282	PR	ALTO PIQUIRI	292	156	44.52
3283	PR	ALTONIA	381	252	31.76
3284	PR	ALVORADA DO SUL	196	124	32.65
3285	PR	AMAPORA	32	10	65.63
3286	PR	AMPERE	592	475	15.71
3287	PR	ANAHY	75	47	34.67
3288	PR	ANDIRA	583	433	23.33
3289	PR	ANGULO	48	32	29.17
3290	PR	ANONINA	1	0	100.00
3291	PR	ANTNINA	1	1	0.00
3292	PR	ANTONINA	224	177	20.98
3293	PR	ANTONIO OLINTO	133	107	19.55
3294	PR	APUCARANA	2776	1887	28.46
3295	PR	ARAPONGAS	1715	1223	24.37
3296	PR	ARAPOTI	527	386	24.86
3297	PR	ARAPUA	52	33	34.62
3298	PR	ARARUNA	328	260	19.21
3299	PR	ARAUCARIA	3423	2270	30.24
3300	PR	ARIRANHA DO IVAI	22	20	9.09
3301	PR	ASRGA	1	1	0.00
3302	PR	ASSAI	448	215	37.95
3303	PR	ASSIS CHATEAUBRIAND	1015	653	31.72
3304	PR	ASTORGA	490	334	28.98
3305	PR	ATALAIA	82	46	42.68
3306	PR	BALSA NOVA	297	211	18.18
3307	PR	BANDEIRANTES	794	523	30.60
3308	PR	BARBOSA FERRAZ	235	133	40.43
3309	PR	BARRA DO JACARE	90	70	22.22
3310	PR	BARRACAO	284	203	25.00
3311	PR	BELA VISTA DA CAROBA	107	85	20.56
3312	PR	BELA VISTA DO PARAISO	336	230	29.46
3313	PR	BITURUNA	232	172	23.71
3314	PR	BOA ESPERANCA	109	80	24.77
3315	PR	BOA ESPERANCA DO IGUACU	69	52	18.84
3316	PR	BOA VENTURA DE SAO ROQUE	122	102	13.11
3317	PR	BOA VISTA DA APARECIDA	153	132	11.76
3318	PR	BOCAIUVA DO SUL	277	220	18.41
3319	PR	BOM JESUS DO SUL	79	48	35.44
3320	PR	BOM SUCESSO	87	48	41.38
3321	PR	BOM SUCESSO DO SUL	126	105	16.67
3322	PR	BORRAZOPOLIS	162	123	22.22
3323	PR	BRAGANEY	198	137	29.80
3324	PR	BRASILANDIA DO SUL	94	44	52.13
3325	PR	CAFEARA	40	27	32.50
3326	PR	CAFELANDIA	271	195	24.35
3327	PR	CAFEZAL DO SUL	91	53	41.76
3328	PR	CALIFORNIA	136	97	28.68
3329	PR	CAMBARA	398	286	25.88
3330	PR	CAMBE	2499	1666	30.73
3331	PR	CAMBIRA	86	58	31.40
3332	PR	CAMPINA DA LAGOA	224	169	22.32
3333	PR	CAMPINA DO SIMAO	42	30	28.57
3334	PR	CAMPINA GRANDE DO SUL	1164	755	31.79
3335	PR	CAMPO BONITO	109	97	11.01
3336	PR	CAMPO DO TENENTE	112	79	28.57
3337	PR	CAMPO LARGO	3319	2482	20.43
3338	PR	CAMPO MAGRO	698	502	24.50
3339	PR	CAMPO MOURAO	2385	1635	28.93
3340	PR	CANDIDO DE ABREU	213	177	14.08
3341	PR	CANDOI	238	149	33.19
3342	PR	CANTAGALO	306	173	39.54
3343	PR	CAPANEMA	512	423	15.82
3344	PR	CAPITAO LEONIDAS MARQUES	421	335	18.29
3345	PR	CARAMBEI	544	394	24.82
3346	PR	CARLOPOLIS	193	172	5.70
3347	PR	CASCAVEL	8781	6093	27.23
3348	PR	CASTRO	1509	1067	24.59
3349	PR	CATANDUVAS	146	120	15.75
3350	PR	CENTENARIO DO SUL	207	113	42.03
3351	PR	CERRO AZUL	160	118	25.63
3352	PR	CEU AZUL	258	198	21.71
3353	PR	CHOPINZINHO	517	379	24.56
3354	PR	CIANORTE	1467	1133	20.59
3355	PR	CIDADE GAUCHA	192	118	36.98
3356	PR	CLEVELANDIA	516	353	29.26
3357	PR	COLOMBO	6873	4469	31.49
3358	PR	COLORADO	385	265	28.31
3359	PR	CONGONHINHAS	167	122	22.75
3360	PR	CONSELHEIRO MAIRINCK	70	53	24.29
3361	PR	CONTENDA	295	239	16.95
3362	PR	CORBELIA	353	269	21.53
3363	PR	CORNELIO PROCOPIO	1623	1083	29.76
3364	PR	CORONEL DOMINGOS SOARES	206	126	36.41
3365	PR	CORONEL VIVIDA	672	470	28.27
3366	PR	CORUMBATAI DO SUL	74	48	33.78
3367	PR	CRITIBA	1	1	0.00
3368	PR	CRUZ MACHADO	190	173	8.95
3369	PR	CRUZEIRO DO IGUACU	123	101	13.82
3370	PR	CRUZEIRO DO OESTE	375	216	37.07
3371	PR	CRUZEIRO DO SUL	92	56	34.78
3372	PR	CRUZMALTINA	47	37	21.28
3373	PR	CUITIBA	1	0	0.00
3374	PR	CURIIBA	1	1	0.00
3375	PR	CURITIBA	64903	48113	22.14
3376	PR	CURIUVA	275	206	24.00
3377	PR	DIAMANTE D OESTE	132	98	23.48
3378	PR	DIAMANTE DO NORTE	122	50	54.10
3379	PR	DIAMANTE DO SUL	77	60	19.48
3380	PR	DOIS VIZINHOS	1607	1220	19.98
3381	PR	DOURADINA	136	90	30.15
3382	PR	DOUTOR CAMARGO	86	60	27.91
3383	PR	DOUTOR ULYSSES	32	18	43.75
3384	PR	ENEAS MARQUES	136	115	14.71
3385	PR	ENGENHEIRO BELTRAO	215	152	27.91
3386	PR	ENTRE RIOS DO OESTE	107	93	11.21
3387	PR	ESPERANCA NOVA	48	33	29.17
3388	PR	ESPIGAO ALTO DO IGUACU	99	64	34.34
3389	PR	FAROL	41	22	43.90
3390	PR	FAXINAL	281	198	26.33
3391	PR	FAZENDA RIO GRANDE	2763	1800	30.76
3392	PR	FENIX	71	44	36.62
3393	PR	FERNANDES PINHEIRO	47	31	34.04
3394	PR	FIGUEIRA	141	104	24.11
3395	PR	FLOR DA SERRA DO SUL	141	105	21.99
3396	PR	FLORAI	85	59	29.41
3397	PR	FLORESTA	97	62	32.99
3398	PR	FLORESTOPOLIS	218	110	48.17
3399	PR	FLORIDA	39	32	17.95
3400	PR	FORMOSA DO OESTE	128	110	12.50
3401	PR	FOZ DO IGUACU	7627	4544	35.16
3402	PR	FOZ DO JORDAO	122	64	45.90
3403	PR	FRANCISCO ALVES	177	114	34.46
3404	PR	FRANCISCO BELTRAO	3013	2375	18.42
3405	PR	GENERAL CARNEIRO	150	94	36.67
3406	PR	GODOY MOREIRA	66	39	40.91
3407	PR	GOIOERE	472	275	38.77
3408	PR	GOIOXIM	111	73	31.53
3409	PR	GRANDES RIOS	125	61	40.00
3410	PR	GUAIRA	847	487	39.55
3411	PR	GUAIRACA	53	37	30.19
3412	PR	GUAMIRANGA	152	119	21.05
3413	PR	GUAPIRAMA	99	85	14.14
3414	PR	GUAPOREMA	31	17	45.16
3415	PR	GUARACI	87	47	43.68
3416	PR	GUARANIACU	315	252	18.41
3417	PR	GUARAPUAVA	4058	2924	25.55
3418	PR	GUARAQUECABA	53	41	22.64
3419	PR	GUARATUBA	605	446	24.79
3420	PR	HONORIO SERPA	212	103	50.47
3421	PR	IBAITI	440	350	17.05
3422	PR	IBEMA	217	162	22.58
3423	PR	IBIPORA	1266	938	22.12
3424	PR	ICARAIMA	223	117	46.64
3425	PR	IGUARACU	60	29	50.00
3426	PR	IGUATU	53	33	35.85
3427	PR	IMBAU	93	73	20.43
3428	PR	IMBITUVA	369	321	11.92
3429	PR	INACIO MARTINS	194	157	16.49
3430	PR	INAJA	57	23	54.39
3431	PR	INDIANOPOLIS	53	19	9.43
3432	PR	IPIRANGA	193	164	12.95
3433	PR	IPORA	548	339	37.04
3434	PR	IRACEMA DO OESTE	34	29	14.71
3435	PR	IRATI	1036	928	9.07
3436	PR	IRETAMA	234	109	52.14
3437	PR	ITAGUAJE	91	48	41.76
3438	PR	ITAIPULANDIA	238	158	31.93
3439	PR	ITAMBARACA	170	136	15.88
3440	PR	ITAMBE	99	59	36.36
3441	PR	ITAPEJARA D OESTE	355	288	18.03
3442	PR	ITAPERUCU	297	209	27.27
3443	PR	ITAUNA DO SUL	71	29	56.34
3444	PR	IVAI	220	193	11.82
3445	PR	IVAIPORA	467	336	26.34
3446	PR	IVATE	166	88	43.98
3447	PR	IVATUBA	165	121	23.03
3448	PR	JABOTI	59	51	10.17
3449	PR	JACAREZINHO	698	471	30.52
3450	PR	JAGUAPITA	313	183	39.94
3451	PR	JAGUARIAIVA	631	466	25.04
3452	PR	JANDAIA DO SUL	391	284	25.06
3453	PR	JANIOPOLIS	127	76	35.43
3454	PR	JAPIRA	67	52	19.40
3455	PR	JAPURA	141	114	19.15
3456	PR	JARDIM ALEGRE	172	108	36.63
3457	PR	JARDIM OLINDA	44	22	47.73
3458	PR	JATAIZINHO	173	129	20.81
3459	PR	JESUITAS	200	131	31.50
3460	PR	JOAQUIM TAVORA	125	100	16.00
3461	PR	JUNDIAI DO SUL	62	41	33.87
3462	PR	JURANDA	149	95	32.21
3463	PR	JUSSARA	82	59	24.39
3464	PR	KALORE	95	75	21.05
3465	PR	LAPA	1020	788	20.69
3466	PR	LARANJAL	60	36	38.33
3467	PR	LARANJEIRAS DO SUL	1272	1012	19.18
3468	PR	LEOPOLIS	81	51	35.80
3469	PR	LIDIANOPOLIS	57	30	43.86
3470	PR	LINDOESTE	82	44	41.46
3471	PR	LOANDA	398	228	40.70
3472	PR	LOBATO	62	42	30.65
3473	PR	LONDRINA	14672	9910	27.02
3474	PR	LUIZIANA	101	44	56.44
3475	PR	LUNARDELLI	49	37	22.45
3476	PR	LUPIONOPOLIS	91	58	34.07
3477	PR	MALLET	181	173	4.42
3478	PR	MAMBORE	233	154	31.33
3479	PR	MANDAGUACU	250	163	32.00
3480	PR	MANDAGUARI	536	376	26.12
3481	PR	MANDIRITUBA	412	324	16.26
3482	PR	MANFRINOPOLIS	65	49	24.62
3483	PR	MANGUEIRINHA	441	303	27.21
3484	PR	MANOEL RIBAS	136	111	17.65
3485	PR	MARECHAL CANDIDO RONDON	1386	1107	18.54
3486	PR	MARIA HELENA	74	28	60.81
3487	PR	MARIALVA	475	315	29.89
3488	PR	MARILANDIA DO SUL	119	98	13.45
3489	PR	MARILENA	125	56	54.40
3490	PR	MARILUZ	162	86	45.06
3491	PR	MARINGA	8762	5773	27.96
3492	PR	MARIOPOLIS	193	153	19.17
3493	PR	MARIPA	120	101	13.33
3494	PR	MARMELEIRO	414	343	14.98
3495	PR	MARQUINHO	81	58	27.16
3496	PR	MARUMBI	87	73	14.94
3497	PR	MATELANDIA	446	347	20.40
3498	PR	MATINHOS	853	634	21.22
3499	PR	MATO RICO	47	31	27.66
3500	PR	MAUA DA SERRA	141	112	16.31
3501	PR	MEDIANEIRA	1962	1571	17.94
3502	PR	MERCEDES	92	88	4.35
3503	PR	MIRADOR	33	13	57.58
3504	PR	MIRASELVA	52	23	53.85
3505	PR	MISSAL	289	243	13.84
3506	PR	MOREIRA SALES	228	126	42.54
3507	PR	MORRETES	150	102	30.67
3508	PR	MUNHOZ DE MELO	103	78	23.30
3509	PR	NOSSA SENHORA DAS GRACAS	64	45	28.13
3510	PR	NOVA ALIANCA DO IVAI	11	6	45.45
3511	PR	NOVA AMERICA DA COLINA	83	56	28.92
3512	PR	NOVA AURORA	259	179	27.03
3513	PR	NOVA CANTU	142	112	21.13
3514	PR	NOVA ESPERANCA	589	394	28.35
3515	PR	NOVA ESPERANCA DO SUDOESTE	206	171	13.11
3516	PR	NOVA FATIMA	238	161	31.09
3517	PR	NOVA LARANJEIRAS	298	209	25.84
3518	PR	NOVA LONDRINA	278	122	52.88
3519	PR	NOVA OLIMPIA	143	87	34.97
3520	PR	NOVA PRATA DO IGUACU	356	248	29.49
3521	PR	NOVA SANTA BARBARA	75	39	42.67
3522	PR	NOVA SANTA ROSA	188	160	12.23
3523	PR	NOVA TEBAS	163	123	24.54
3524	PR	NOVO ITACOLOMI	130	104	20.00
3525	PR	ORTIGUEIRA	347	281	14.12
3526	PR	OURIZONA	22	15	31.82
3527	PR	OURO VERDE DO OESTE	144	99	30.56
3528	PR	PAICANDU	529	315	38.56
3529	PR	PALMAS	1852	1255	30.35
3530	PR	PALMEIRA	868	710	17.40
3531	PR	PALMITAL	290	242	15.86
3532	PR	PALOTINA	815	550	30.67
3533	PR	PARAISO DO NORTE	236	162	28.81
3534	PR	PARANACITY	199	109	43.22
3535	PR	PARANAGUA	2326	1507	31.73
3536	PR	PARANAPOEMA	90	19	74.44
3537	PR	PARANAVAI	1716	989	38.23
3538	PR	PATO BRAGADO	110	94	13.64
3539	PR	PATO BRANCO	3534	2653	22.01
3540	PR	PAULA FREITAS	65	57	10.77
3541	PR	PAULO FRONTIN	103	95	7.77
3542	PR	PEABIRU	236	148	33.90
3543	PR	PEROBAL	103	68	33.01
3544	PR	PEROLA	200	127	29.00
3545	PR	PEROLA D OESTE	221	194	10.86
3546	PR	PIEN	151	132	12.58
3547	PR	PINHAIS	4475	2991	29.23
3548	PR	PINHAL DE SAO BENTO	60	45	25.00
3549	PR	PINHALAO	94	79	14.89
3550	PR	PINHAO	622	371	36.66
3551	PR	PIRAI DO SUL	457	397	12.25
3552	PR	PIRAQUARA	2444	1534	33.27
3553	PR	PITANGA	719	610	12.66
3554	PR	PITANGUEIRAS	35	23	31.43
3555	PR	PLANALTINA DO PARANA	49	31	36.73
3556	PR	PLANALTO	396	354	9.85
3557	PR	PNHAIS	1	1	0.00
3558	PR	PONTA GROSSA	10078	8318	14.90
3559	PR	PONTAL DO PARANA	381	269	27.03
3560	PR	PORECATU	279	147	45.88
3561	PR	PORTO AMAZONAS	129	107	16.28
3562	PR	PORTO BARREIRO	112	107	3.57
3563	PR	PORTO RICO	35	11	62.86
3564	PR	PORTO VITORIA	49	42	14.29
3565	PR	PRADO FERREIRA	56	34	37.50
3566	PR	PRANCHITA	179	159	11.17
3567	PR	PRESIDENTE CASTELO BRANCO	59	37	37.29
3568	PR	PRIMEIRO DE MAIO	156	109	26.92
3569	PR	PRUDENTOPOLIS	1153	981	14.14
3570	PR	QUARTO CENTENARIO	82	32	60.98
3571	PR	QUATIGUA	95	88	6.32
3572	PR	QUATRO BARRAS	545	398	23.85
3573	PR	QUATRO PONTES	101	85	13.86
3574	PR	QUEDAS DO IGUACU	718	519	23.96
3575	PR	QUERENCIA DO NORTE	209	114	42.58
3576	PR	QUINTA DO SOL	124	65	44.35
3577	PR	QUITANDINHA	179	152	12.29
3578	PR	RAMILANDIA	113	64	39.82
3579	PR	RANCHO ALEGRE	89	56	34.83
3580	PR	RANCHO ALEGRE D OESTE	62	20	67.74
3581	PR	REALEZA	840	664	19.29
3582	PR	REBOUCAS	194	159	17.01
3583	PR	RENASCENCA	260	199	22.69
3584	PR	RESERVA	258	195	22.48
3585	PR	RESERVA DO IGUACU	105	64	34.29
3586	PR	RIBEIRAO CLARO	133	125	6.02
3587	PR	RIBEIRAO DO PINHAL	216	153	27.31
3588	PR	RIO AZUL	170	159	5.88
3589	PR	RIO BOM	59	44	22.03
3590	PR	RIO BONITO DO IGUACU	418	306	24.88
3591	PR	RIO BRANCO DO IVAI	36	23	36.11
3592	PR	RIO BRANCO DO SUL	503	369	24.85
3593	PR	RIO NEGRO	488	395	16.80
3594	PR	ROLANDIA	1100	743	28.82
3595	PR	RONCADOR	139	100	28.06
3596	PR	RONDON	135	84	37.04
3597	PR	ROSARIO DO IVAI	144	113	20.14
3598	PR	SABAUDIA	80	64	17.50
3599	PR	SALGADO FILHO	126	114	9.52
3600	PR	SALTO DO ITARARE	69	62	10.14
3601	PR	SALTO DO LONTRA	362	259	18.78
3602	PR	SANTA AMELIA	89	65	23.60
3603	PR	SANTA CECILIA DO PAVAO	85	50	35.29
3604	PR	SANTA CRUZ DE MONTE CASTELO	127	72	41.73
3605	PR	SANTA FE	196	135	27.55
3606	PR	SANTA HELENA	771	593	21.40
3607	PR	SANTA INES	65	26	55.38
3608	PR	SANTA ISABEL DO IVAI	129	84	31.01
3609	PR	SANTA IZABEL DO OESTE	395	270	30.38
3610	PR	SANTA LUCIA	55	45	18.18
3611	PR	SANTA MARIA DO OESTE	184	153	14.67
3612	PR	SANTA MARIANA	237	153	33.33
3613	PR	SANTA MONICA	41	24	41.46
3614	PR	SANTA TEREZA DO OESTE	203	126	33.50
3615	PR	SANTA TEREZINHA DE ITAIPU	661	499	22.09
3616	PR	SANTANA DO ITARARE	129	115	6.98
3617	PR	SANTO ANTONIO DA PLATINA	751	570	22.64
3618	PR	SANTO ANTONIO DO CAIUA	49	21	57.14
3619	PR	SANTO ANTONIO DO PARAISO	62	46	22.58
3620	PR	SANTO ANTONIO DO SUDOESTE	581	431	23.24
3621	PR	SANTO INACIO	70	41	38.57
3622	PR	SAO CARLOS DO IVAI	60	34	38.33
3623	PR	SAO JERONIMO DA SERRA	137	97	26.28
3624	PR	SAO JOAO	391	306	17.90
3625	PR	SAO JOAO DO CAIUA	78	38	48.72
3626	PR	SAO JOAO DO IVAI	218	134	35.32
3627	PR	SAO JOAO DO TRIUNFO	157	123	21.66
3628	PR	SAO JORGE D OESTE	326	241	26.07
3629	PR	SAO JORGE DO IVAI	73	46	30.14
3630	PR	SAO JORGE DO PATROCINIO	113	81	25.66
3631	PR	SAO JOSE DA BOA VISTA	90	72	20.00
3632	PR	SAO JOSE DAS PALMEIRAS	132	77	40.15
3633	PR	SAO JOSE DOS PINHAIS	8566	5901	23.55
3634	PR	SAO MANOEL DO PARANA	21	18	14.29
3635	PR	SAO MATEUS DO SUL	547	455	14.08
3636	PR	SAO MIGUEL DO IGUACU	780	612	19.10
3637	PR	SAO PEDRO DO IGUACU	147	102	29.93
3638	PR	SAO PEDRO DO IVAI	143	105	25.17
3639	PR	SAO PEDRO DO PARANA	18	11	38.89
3640	PR	SAO SEBASTIAO DA AMOREIRA	187	115	33.16
3641	PR	SAO TOME	84	70	16.67
3642	PR	SAPOPEMA	161	130	18.01
3643	PR	SARANDI	1250	652	43.60
3644	PR	SAUDADE DO IGUACU	106	77	27.36
3645	PR	SENGES	252	192	22.22
3646	PR	SERRANOPOLIS DO IGUACU	165	155	4.85
3647	PR	SERTANEJA	153	89	33.99
3648	PR	SERTANOPOLIS	429	292	30.54
3649	PR	SIQUEIRA CAMPOS	269	232	12.27
3650	PR	SULINA	79	67	11.39
3651	PR	TAMARANA	135	104	20.00
3652	PR	TAMBOARA	65	53	16.92
3653	PR	TAPEJARA	230	147	33.48
3654	PR	TAPIRA	121	90	23.14
3655	PR	TEIXEIRA SOARES	152	127	15.13
3656	PR	TELEMACO BORBA	1513	1155	20.69
3657	PR	TERRA BOA	337	250	23.74
3658	PR	TERRA RICA	158	95	39.87
3659	PR	TERRA ROXA	467	337	23.34
3660	PR	TIBAGI	309	232	21.68
3661	PR	TIJUCAS DO SUL	288	230	16.32
3662	PR	TOLEDO	4374	2987	28.94
3663	PR	TOMAZINA	95	77	18.95
3664	PR	TRES BARAS DO PARANA	1	0	100.00
3665	PR	TRES BARRAS DO PARANA	208	189	7.69
3666	PR	TUNAS DO PARANA	54	33	37.04
3667	PR	TUNEIRAS DO OESTE	234	131	41.45
3668	PR	TUPASSI	198	156	20.20
3669	PR	TURVO	255	207	18.82
3670	PR	UBIRATA	518	368	25.10
3671	PR	UMUARAMA	2241	1423	31.95
3672	PR	UNIAO DA VITORIA	822	631	21.53
3673	PR	UNIFLOR	40	31	20.00
3674	PR	URAI	277	155	35.38
3675	PR	VENTANIA	133	103	22.56
3676	PR	VERA CRUZ DO OESTE	295	216	23.73
3677	PR	VERE	343	268	18.66
3678	PR	VIRMOND	117	94	16.24
3679	PR	VITORINO	231	181	19.91
3680	PR	WENCESLAU BRAZ	362	271	20.99
3681	PR	XAMBRE	88	52	39.77
3682	RJ	ANGRA DOS REIS	3075	1666	42.15
3683	RJ	APERIBE	274	188	30.29
3684	RJ	ARARUAMA	3243	1450	51.16
3685	RJ	AREAL	238	116	47.48
3686	RJ	ARMACAO DOS BUZIOS	685	349	43.65
3687	RJ	ARRAIAL DO CABO	572	329	38.99
3688	RJ	BARRA DO PIRAI	1834	783	53.82
3689	RJ	BARRA MANSA	4863	2677	42.16
3690	RJ	BELFORD ROXO	10975	3202	65.97
